
ID,Latitude,Longitude,Quality,Reviews
313375,41.45894,-70.55626,5,Please use this service tourists that is what it is there for But please use the correct name of the town Oak Bluffs NOT Oaks Bluff We get sensitive about that Information provided for tours transportation food places of interest are all provided by locals dedicated to your assistance %%#%%Was looking for the tour bus Gentleman was friendly stopped his reading and pointed us in the right direction %%#%%I was received with a warm smile The gentleman there is absolutely cute and really willing to help %%#%%We used the info booth in both Oak Bluffs and Vineyard Haven They were helpful at giving you info about what to see and do in that town %%#%%My sister and I stopped here and the little old man in here was very sweet and helpful He provided a great service to us that day %%#%%
313389,41.4565,-70.555305,4,Great beach if you are walking through Oak Bluffs Locals use this beach as well there are bathrooms with showers at one end near the fishing pier and Steamship authority %%#%%It was a chilly day but beautiful day to walk our dog in a stunning place We watched the ferry come in and the fishing boats go out near sunset Fall is wonderful on the Vineyard %%#%%Nice free beach Close to our hotel and close to Oak Bluff Town No problem to take a stroller with you %%#%%Located ideally next to tourist area and hotels Calm waters and not very deep I walked out about 100 yards before the water got deep The sand is rocky but filled with shells which would be great for kids No alcohol allowed signs are for the most part ignored on the beaches around the island which is great for grown folks %%#%%Enough beach for everyone but maybe not quite enough parking easy to find a fairly quiet spot plenty of sand to spread yourself out If the wind is too much on the ocean side try the pond across the road %%#%%
313391,41.35177,-70.51237,4,Everyone said you had to go here Really terrible parking situation Crowded brown sand no one in the water I dont quite understand why this gets a huge rating from people%%#%%What can i say about this wonderful beach except that its perfect We were there during a warm spell in October and probably didn t see 20 people on the beach for the entire 4 days The waves were much bigger than I anticipated and we just relaxed walked read stared at the ocean and looked for sea glass It must be packed with people in the summertime but the fall is the best time on Martha s Vineyard %%#%%South beach is significantly warmer than any beach on Cape Cod and Ive been to 7 beaches in September It was 76 degrees outside and sunny and the water was around 65 degrees Beautiful white sand big waves and a very long beach I could of spent all day here The surf is a little big for kids and after an hour in the water you feel a little dizzy from all the waves but it s so much fun We took the bus here from Edgartown Get the day pass it s cheaper there are two stops at the beach so very convenient The only two issues are There are no washrooms anywhere and there is nothing around Also there are change rooms but no doors on any So no privacy A bit strange Next time I ll just be prepared for that %%#%%The beach just seems to go on forever At this time of year theres very few people around and you therefor get the sense that s it s your own private beach We sat there on the last night of our holiday and watched the sunset what a perfect ending to a great vacation %%#%%Beautiful beach where we got engaged 46 years ago No one else was on the beach on is great Indian summer day %%#%%
422471,41.35119,-70.76487,3,I ate here twice this season and was pleasantly surprised with the changes in the menu The new chef has created some wonderful new dishes My crusted halibut was cooked to perfection and every bite was sublime Later in the season I tried the cioppino over linguine and the meld of flavors was right on target Both times I dined here the chef made the rounds checking on diner satisfaction In short this is some of the most thoughtfully prepared seafood on the island I thought it was reasonably priced for the island and the sunset water view is a rarity here Home Port is now my go to up island choice when guests come to visit IF I can plan enough in advance to secure a reservation Kudos to Chef Josh Aronie for putting the shine back on this wonderful dining spot %%#%%Knowing that it was after tourist season We thought reservations for dinner wouldnt be needed We stopped in around 5 30 on the day before they closed for the season The first question they asked after saying hello was Do you have a reservation Since we were only a party of two and early they were able to find us a table The restaurant quickly began to fill up as it is the only sit down dinner spot on the western half of Martha s Vineyard at this time of year Prices were on the steep side Considering the average price for a house in the area is over a million dollars we didn t expect fast food prices but still To ease the pain on your wallet they do have one of the most spectacular spots to watch a sunset anywhere on the East coast The portions are good sized for the money Everything is prepared very well and considering they only had two servers on the night we were there the service was quite efficient As you can imagine the sea food is among the freshest found anywhere The docks and fish market where the seafood comes from is 100 yards down the road I had THE tenderest calamari ever that night the seafood scampi was amazing and my wife s meal was also very good The restaurant as is most of Martha s Vineyard is dry so BYOB The Vineyard still has some quirky liquor laws All in all the Home Port is great for special occasions but may prove costly if visited often They do have a call in your order and pick up service but I didn t use it and don t know if it is any bargain over eating inside %%#%%First time Ive been back to the Home Port s Back Door take out window since giving it a good review a couple of years ago and I m giving it a good review again after our lunch there a few days ago The two people who got the fish tacos said they were good althought not worth raving over The friend who got the fried fish sandwich said it was really good I got the falafel wrap and I m telling you I could live on that sandwich The falafels were clearly homemade moist and a bit soft so they melded with the tomatoes lettuce and tatziki that were also in the wrap And something in that sauce had a lovely unexpected spicy bite to it that made it addictive I wanted more I thought the prices were reasonable The service was friendly and prompt and well worth a visit when you re in Menemsha village Sit at the outdoor tables and enjoy the view while you eat your lunch %%#%%While trying around Marthas Vineyard on our scooters my husband and I happened upon the Home Port at lunchtime It was a beautiful day while the dining room is closed until dinner there was a take out window picnic tables outside I had a very delicious lobster roll good sized portion very fresh My husband fish taco s though were very small almost an appetizer and nothing special at all We enjoyed the lemon rosemary French fries Overall the place was really nothing all that special and VERY expensive Next time we ll try someplace else %%#%%We happened upon Home Port and had a wonderful experience Be sure to BYOB if you want I had the halibut mediterranean style which was to die for By far the best seafood I had on the island We had a really nice time hanging out at the bar with Johnnie who was shucking oysters and giving us some fun facts We returned the following day for lunch outside and had fried fish sandwich and fish tacos with amazing french fries I liked the fish sandwich better than the tacos surprisingly but both were fantastic We will definitely return next time were on MV And you ll get the best sunset on the island Thank you %%#%%
474692,41.50803,-71.02473,4,We ate at the Bayside mid afternoon on Columbus Day I must give it mixed reviews I found some of the items very pricy for such a small place with crowded seating on wobbly tables and chairs floor was uneven It has a nice view of an Audubon Sanctuary When I asked our server to explain an item on the menu she could not be specific enough I had to repeatedly ask her clarifying questions I was also told that my item came with either French fries or cole slaw I asked if there was any other option like baked potatoe and she repeated French fries or cole slaw After we placed our order I noticed the people sitting next us had squash Gee what a surprise I asked another waitress if we could change to squash from fries She was able to make the change for us The food was actually very good What we we ordered was priced reasonably I may or may not return This one of only 2 or so restaurants in that area of Westport by the ocean The service could have been better Some items were overpriced The location is a draw The food was very good Nice place for an afternoon meal %%#%%If you like eating in a nosey cattle car go here Think 737 seating and under sized everything except the 40 bill for lunch for two who went away still very hungry Watch for the optics and youll realize that it starts with the too many small tables which seem beyond fire code seating and you realized that everything here is designed to look better than what it really is shame shame You will not be satisfied especially with the menu buzz which uses food terms that are the bait Over priced and small portions plus all the flies that you can swat the Bayside is a basket case We also did not care for our server who had dirt under her finger nails We question anyone who rates the Bayside as barely acceptable %%#%%I was also there that day and they were Busy The waitress did an excellent job and the food was great Hey Dylan I saw you there complaining about everything It was a very busy day Go eat somewhere else because YOU almost spoiled my dinner I will go again and again to the Bayside I understand it was a very hot day and everyone wanted a good meal so you had to wait it was a nice day The waitress were doing EVERYTHING cleaning the tables serving etc They did a great job YOU please stay away I like the peace and good people there %%#%%spent the day at nearby Westport winery and on our way home stopped at Bayside for lunch The seafood chowder was fantastic with large pieces of seafood They offered a traditional lobster roll or one with butter Had the plain lobster rolls with butter for dunking nothing to hide the sweet taste of the generous roll It was a beautiful fall day which added to the pleasure of seeing the beach in the distance and the lovely farm rich land %%#%%Did a road trip today to get some beers at Buzzards Bay brewery excellent enjoy the weather and grab some lunch Chose bayside as it was right down the street Outside was jammed so we ate inside Services was beyond slow matrix like Waited an eternity for lunch and when it finally arrived was very disappointed I got the fish tacos which were not very good Added to this were the 100 s of flies buzzing around our table Would expect that outside but not inside Will not be going back%%#%%
474693,41.514572,-71.06905,4,The Backeddy is a very nice seafood restaurant on the water near Horseneck Beach It is a bit expensive but the food and setting are worth it We had a party of 5 The service was good and all the food we were served was just right The fried scallops may be the best anywhere %%#%%If you want an to walk away feeling that the choice you made was for the setting then go and have one of their over priced drinks and enjoy the setting if you like good food and a peaceful setting stay away its so loud and the food is not anywhere near worth what they charge %%#%%Worth the wait on a weekend summer evening Great ambiance views raw bar and drinks on the deck We all feasted on succulent seafood entrees scallops were the best I have had in a long time the blackened tuna was delicious Portions were huge drinks were reasonable and desserts were also yummy Moderate prices but a fun end of summer dinner on the water Very pleased with new chef %%#%%Good for a late lunch on a Saturday No appetizer or drinks which appeared to turn off our server Very good fish and Chips and fried scallops Waitress less than attentive until check paying time Great waterside view at our table Still would go back %%#%%We stopped in to check out this restaurant on the way home from Horseneck Beach and we found a great spot I love the outdoor bar area on the wharf and a floating dock area with plenty of seating on the water The seating on the dock was fairly full on an early Saturday evening There is a raw bar at the end of the wharf what huge delicious shrimp Oysters too We had to wait for a table on the porch but there was plenty of indoor seating Since I prefer being outside as much as possible we waited Appetizer of stuffed clams was great Meals of Crispy bluefish with a very light batter and Salmon were delicious Service was spot on this was our first time h ere and we will return when in the area %%#%%
492767,41.25953,-70.131905,4,Centered around the farm Bartletts is a slice of foodie heaven There is an amazing selection of fresh produce and flowers all grown at the farm next door and a finely curated selection of other goods that make for a dangerous grocery run But the deli counter is where it s at Sandwiches salads lobster and sweets and all of it delicious We grabbed some drinks from the store and ordered a few items from the deli grilled cheese sandwich potato salad and heirloom tomato salad Hands down best grilled cheese we ve ever had And the tomato salad was unreal If you want fresh tasty and local This is your spot %%#%%Loved this place There wasnt many options on the island for prepared to go food but Bartletts was perfect for this still thinking about their pesto tortellini beet salad and truffle mac Has a little selection of nice wines as well We also did the Fall Farm to Table dinner one night and it was amazing I wouldn t be at all surprised if this place opened it s own restaurant on site Also right next store to Cisco Brewery and if you pass the farm and keep going down the sandy road there is a perfect Cisco beach spot to bring your food to watch the sunset %%#%%A reinvention some may say imitation of a Whole Foods Market centered around a local farm Like Whole Foods Bartletts features a wide selection of natural and organic products along with dearly priced prepared foods the lobster salad is outstanding as one might expect Unlike Whole Foods Bartlett s produce selection more closely resembles a farmer s market with batches of seasonal fresh local produce even so you can still find plenty of non local avocados The store doesn t have a seafood counter For that you ll need to go around the corner to local specialist East Coast Seafood %%#%%Rode bikes here from town and really enjoyed the lunch options to take to the beach Nice salads and sweet Produce was fresh as well %%#%%I love supporting farm fresh businesses I took my grandmother to Nantucket for a mini vacation from TX We have been crazing lobster and guess what Theres hardly anywhere that sells it We went to Bartlett Farms and not only is it absolutely beautiful the food is delicious We had the butternut squash soup Yum the lobster roll sandwich Hit the spot The peaches praline pie Oh my word So good We ate outside on the picnic tables It was a perfect lunch The ladies that work there are super patient and kind I highly recommend this for picnic style lunches %%#%%
492805,41.27132,-70.20002,4,Found out in Boston that I am not much of a lobster person but the lobster quesadillas were delicious The atmosphere outside is amazing and just a few seconds away from the beach The service isnt the best but isn t the worst %%#%%You dont go here for the service It is a good place to have a break from the beach and fantastic food The lobster quesadillas were unbelievable %%#%%After a bike ride from the main town to Madaket this was the perfect spot for lunch Oustanding mexican food the striped bass tacos were delicious as was the fresh guacamole eaten outside in the fresh air a few mins only from the beach The margaritas looked great too We will be back %%#%%When my family drove to Millies early July of 2013 we were excited at the prospect of Mexican and cheaper than some of the other restaurants Unfortunately the service was so bad our meal was ruined The kids food came out after the adults and the appetizers cheese dip etc came after our meal Food was all cold and not exciting Drinks were forgeable Hopefully this was just a new crowd but were certainly will not be back It also probably does not help that we are from the Midwest were amazing Mexican food is the norm We visited in July 2013 not Oct 2013 but this as not an option in the review section %%#%%I went to this restaurant to try something new The drinks were ok some were similar to Ciscos drinks Basically they have taco and salads I had 2 small crab cakes which were ok and the salad was very good My friend had the burrito and she said it was reAlly good What bothered me most was the prices Very pricey We had 2 salAds 2 drinks a soda burrito and an appe and the bill was 98 00Wouldn t mind spending that kind of money but not for Mexican food%%#%%
519857,41.167076,-71.55878,4,Atlantic Inn has a beautiful lawn that overlooks the town and the water from the top of a hill We just had drinks and watched the sunset extremely good service from the cocktail waitresses and good bar service with appropriately fancy and very expensive drinks I do not however recommend the bacon manhattan at least not if you want to be able to walk back down the hill afterwards I think the Atlantic is often overlooked due to its proximity to the larger and more visible Spring House Atlantic Inn is set back from the road whereas you can see Spring House from miles away but it is worth a walk up High Street to check it out %%#%%We had lunch on the outside deck and the food was very good The location was perfect and the service was friendly %%#%%We had dinner here on our last night on block island The food and service were excellent After dinner we finished our wine on the front porch taking in the view %%#%%We stopped here for Tapas cocktails and the sunset on their front lawn A great view of the ocean We would recommend this spot for a relaxing evening %%#%%Almost every year I take my wife to the Atlantic Inn for her birthday celebration In years past we have had as many as 10 in attendance but this year 2014 it was just my squeeze and yours truly And again like a fine watch The Atlantic never skipped a beat from the moment we entered Cocktails on the lawn a chilled bottle of Laurent Perrier champagne and a drop dead dinner was all it took I personally want to thank Brad and Anne son Brad and Luda for the professional hospitality and continuing epicurean experience that we have enjoyed for years Never has there been a less than perfect meal %%#%%
521970,41.16809,-71.55488,4,This restaurant was the bomb Even in October they were able to present a discerning menu with limited wines it being the end of season We celebrated my husbands birthday there walked up to our Guest House room 180 degree views and blessed the day we decided to come off season %%#%%We attended a brunch here the morning after our sons wedding It was absolutely wonderful The Inn has a self serve mimosa and juice bar along with a breakfast buffet that included eggs made to order French Toast made out of crusty bread a variety of muffins and pastries a large whole salmon was provided that was cooked to perfection home fries fresh fruits melons cereals and oatmeals several types of bagels and breads corned beef hash baked beans chicken and more The room had open air windows with a beautiful ocean view The service was spot on and the servers friendly and gracious %%#%%During a day trip to BI went here on a late Sunday morning for their brunch buffet Its a short walk from Old Harbor along Spring St If you re looking for one of those buffets that have 50 items this is not the place for you They only have a few items mainly of the typical breakfast type but I think the quality was outstanding It was very crowded when we arrived but we only had to wait for about 5 minutes Despite the large number of people the host and waiters were extremely friendly and polite Seating is mostly outside in either the porch or patio There was an available table on the patio for us It was sunny with no shade so they offered us a patio umbrella for our table which was very accommodating of them and we welcomed it The buffet items included made to order omelets scrambled eggs home fries sausage baked beans a variety of freshly baked muffins and breads sliced fruit and a whole salmon The appearance of a fish on the table seems to have grossed out a couple of reviewers here but I thought it was a great addition and is indeed an item normally included at many other buffets although perhaps not so traditional for breakfast brunch All of the foods I tasted were delicious The cranberry nut muffins were among the best I ve ever had The patio views of the marsh and ocean were very nice The food quality the ambiance and the great service made this a very good experience and I would definitely come back again %%#%%I have to wonder about some of these reviews As someone with 30 years in the restaurant business and someone who is a native Rhode Islander who has visited the Island many times this buffet is outstanding There really is something for just about everyones taste A catch of the day is an added bonus if you are a fish lover Service staff was attentive without being intrusive We didn t stay at the 1661 but did stay at the Sister hotel Manisses The overall experience of these places is every bit as good as what I ve found on Martha s Vineyard and Nantucket Block Island has finally started to get things right These folks have already gotten it correct Miss these places and you ve missed the boat for value service and good food %%#%%Pretty view Really nice brunch buffet that included a whole roasted salmon very beefy corned beef hash scrambled eggs and home fries as well as baked beans a Yankee nod I assume Unlimited champagne mimosas and juices as well as a nice cup of coffee The baked goods included a millet and whole grain studded loaf that toasted nicely and an apple cinnamon walnut Bundt Three cheers for the staff who were valiant under an onslaught of guests Might have placed someone at the door taking names to ease some of the confusion though what I got from the hostess was that this was not a normal Sunday crowd so bless them %%#%%
531797,41.171776,-71.557465,4,We biked the south part of the island one day and stopped at the animal farm It was so much fun Especially for animal lovers Got to feed and pet the animals They have a zedonk named Cindy which was really cool to meet She was actually one of the reasons we wanted to go %%#%%A must stop if you have kids in tow Typical and not so typical livestock on site including a BISON Fun for families or adults %%#%%We were staying nearby so thought we would check it out We are two adults and were impressed with the cleanliness and array of animals they have there It had a fun petting zoo vibe and they also sell fresh pesticide free veggies there at reasonable prices Check out this place %%#%%Visiting the animal farm was a was a quick fun activity that left us pleasantly surprised by the array of animals that you dont normally see in New England They had a yak llama ostrich 4 horned sheep and many others This was a fun free activity on Block Island %%#%%This hasnt changed in 20 years I love the farm and the fact that they take such good care of the animals and it s free just for anyone on the island to enjoy Wonderful for kids their parents %%#%%
535580,41.35187,-70.5136,4,During a recent stay at the Mattakesset part of the Winnetu we dined as a family three times at Lure Each time for dinner The food is so much better than one might expect from a place that has a built in clientele The chefs skill in menu design and the kitchen s skill in execution are both exceptional The service is spot on which in a place that serves both family beach vacationers and locals celebrating special occasions is remarkable always just the right amount of help very consistent The bread they serve deserves special mention delicious cranberry studded rolls were my favorite hot out of an oven A salad of field greens with a blueberry dressing was a novel and summer y treat The gazpacho had intense fresh flavor the mussel appetizer is a meal in itself We loved the lobster roll the burger the halibut a dayboat cod special was excellent We never got to dessert or coffee %%#%%The food was fantastic A bit pricey but worth every penny Service was excellent Each morning the resort offers free of charge a great buffet style breakfast So many items to choose from We really enjoyed this restaurant at the resort %%#%%Had dinner at Lure tonight Theyve just reopened for the shoulder season Wed Sun through mid October It s been 5 yrs since our last visit which wasn t that great I must say that we were pleasantly impressed My wife started with their mixed green salad and I had their roasted fall vegetable salad Both were excellent and large in size We both had the halibut as entrees Others have complained but the fish was cooked perfectly and the shrimp dumplings were very delicate and delicious A previous review said the bok choy was huge That s why you have utensils such as a knife and fork The view to the ocean is just a few hundred yards we walk there every morning It looks further away because of the dunes you re trying to look over The restaurant is on the second floor The hotel has a third story and the view from those rooms is quite nice If the restaurant were 10 ft higher the view would be much better But that s not the design of the building %%#%%At 6pm each evening by reservation you can take a boat from Edgartown Harbor to Lure instead of driving and a minibus will return you to Edgartown after your meal It is a fun and unusual way to start a great evening at this fine upscale restaurant located in a resort The menu is varied with something for everyone and the chef will adjust the menu for allergies The the preparation and presentation are both worthy of the cost that is on the high side but in line with Marthas Vineyard finer restaurants %%#%%Very good food awesome views and a great bar Bring your beverage onto the deck The Salmon steak and lobster pot pie is fabulous %%#%%
561336,41.4703,-70.5675,4,The road its located on is one way during season so it s really nice to walk or bike on It s a traditional NE Lighthouse set up a bit from the ocean There is no romantic oceanside setting among rocks or anything but fun to visit The homes in the area add to the experience and it s a must see if your on the Vineyard %%#%%A must see for the tourist A beautiful sight and easy to get to While there its fun to drive around the area to see the scenery and beautiful homes on the water %%#%%Ok heard from other lighthouse this is open tonight Drove there sign says open 7p Ok went to Ocean View for a few hours ate and waited drove back and see another family from Gay Head Lighthouse waiting also After 7p no one showed up Sign said Sun 7p no one came disappointed Drove to West Chop next day sold to private party Have to pay 20 to get to Chappy 67 to join Trustee of reservation or 25 ea for tour of Chappys lighthouse have done this one Disappointing %%#%%Staying in the Lagoon area of Oak Bluffs the bike trip from our cottage to the Lighthouse and then into downtown Oak Bluffs was about a 2 5 3 mile ride which was fairly easy going though a bit of uphill riding After leaving the main road and heading toward East Chop the road opened up to beautiful views of the Harbor between Vineyard Haven and Oak Bluffs with some long stretches of houses on the water and beautiful homes crowning the hills on the other side of the road The Lighthouse itself is small and relatively plain but it sits on a little hill surrounded by some trees benches and great waterfront views Continuing on to Oak Bluffs harbor there were more gorgeous homes and yards overrun with those deep lavender hydrangeas which seem to be the official island flower since they are everywhere and couldnt be more beautiful Alone the Lighthouse is very small and not worth a driving trip Biking hiking is the way to go stop and savor the sights along the way Beautiful %%#%%Short picturesque bike ride along the ocean from Oak Bluffs to East Chop lighthouse Fabulous ocean views and beautiful architecture %%#%%
572687,41.341232,-70.746056,5,Handmade chocolates that come in a variety of milk and dark chocolate varieties We especially like the dark chocolate beetle bung bars and the tashmoo truffles Sometimes the cranberry and blueberry clusters are great but sometimes they arent We always get a box of the pre mixed as it offers some surprises Parking is difficult especially on weekends and when they first open %%#%%We love Chilmark Chocolates and have been making a special trip to this amazing candy store for more than 20 years The handmade chocolate is delicious the best Ive ever tasted and the owners are socially conscious providing meaningful employment to islanders with disabilities Yes the lines can be long and parking challenging but you just have to time it right and be patient It s worth the effort The Tashmoo Truffles are our all time favorite and we ll usually fill 1 3 of a box with just those If the chocolate covered blueberries freshly picked are available don t miss those Chilmark Chocolates only sells them for a short period of time Our only complaint the store closes for a three to four week period of time in August early September and it s impossible to find those dates posted anywhere online I m also not sure it provides the info via an answering machine Oftentimes we make a special trip to Chilmark just to see the info posted on the store sign and then we re often disappointed that we missed the open window during our August vacation Not sure why it opts to miss out on sales during the height of the summer season maybe for the benefit of its staff But when it s open Chilmark Chocolates is a must stop on MV %%#%%The adventure to find the store was the most difficult thing about the visit The variety was large but the results were on the button A must while on MV %%#%%We are staying just up the road from Chilmark Chocolates and were caught off guard by the huge line should have checked here first But this tiny shop has the most delicious fresh chocolates and the prices were very reasonable 18 Bucks for a Lb We got a pound of mixed chocolates just for us to eat which was about 40 pieces of chocolate and a few pre packed boxes as gifts There was a line both to get parking and to get inside the shop but it moves quickly with people entering in the front and exiting in the back Worth the trip Up Island stop and the Chilmark General store for a great breakfast wrap or have an amazing dinner at the Chilmark Tavern while youre here %%#%%Tiny store tucked behind a house in rural Chilmark sells the BEST chocolates There is great variety and in summer covered fruit There will be lines out the door during the summer Check their hours %%#%%
626518,41.532112,-71.01997,5,I have been going to Horseneck beach for years then last year for the first time I realized that this wildlife sanctuary was right up the street from it Since then I have been here a few times Now when I have time after going to Horseneck Beach I will hike on some of the trails at Allens Pond whenever I go I always see lots of wildlife often seeing many rare or unusual species such as a Hudsonian Godwit a Praying Mantis and Common Eiders among others Trails go across some scenic areas including a marsh pastureland and beach among others You can also get great views of Buzzards Bay and the Elizabeth Islands If you like wildlife and you are in the area definitely check this place out %%#%%Allens Pond is one of the most beautiful places I ve ever had the pleasure of hiking I can t believe an attraction this gorgeous is absolutely free to explore especially considering that every junky campsite I ve ever been to had at least a nominal daily rate There are two trails here one beach trail and one wooded trail They are equally scenic but the beach trail is a much easier walk than the wooded trail The beach trail has gorgeous views of the water is a generally easy stroll though there are times when you will need to step over large rocks and boulders The wooded trail however is a tad more treacherous The wooded trail is somewhat narrow and can be a bit overgrown at points depending on the season in the middle of August the plants were starting to spill out on the trail and some light bushwhacking karate chopping was necessary at times in order to pass There is also more legitimate hiking required in the wooded trail though nothing that would leave you breathless or sore afterwards provided you are in decent shape There were also plenty of bugs in the wooded trail and virtually none on the beach For anyone with knee joint problems I would suggest sticking to the beach trail With that said you can still view Allen s Pond without entering into the wooden trail There is a beautiful view of cattails and marsh from the end of the beach trail just at the wooded trail s entrance We only allotted 2 hours for the trails but we probably could have used at least 2 more We did the beach then hit the wooded trail but had to turn around at the Treetop View since we were running low on time I can t wait to come back here and spend at least half a day hiking and make sure I leave some extra time for post hike relaxing on the beach It would make a great date spot too during the daytime or as the sun is setting Just pack yourself a picnic and enjoy the lovely views Alternatively you could have a nice New England lunch or dinner at The Bayside which is located right across the street from the trail entrance just something to consider A couple of final tips Unfortunately dogs are not allowed here leashed or otherwise as their presence could disturb the nesting birds Don t wear your nicest sneakers as they may get wet and muddy but wellies boots would be overdoing it Sunscreen and bug spray are a must too and maybe even a hat assuming you are of the special people who looks good in a hat I am not so lucky Don t forget to check for ticks when you get home People thought your review was Useful 2 %%#%%Allens Pond is a wildlife area along the ocean near Horseneck Beach in Westport MA It s a terrific place to visit There are all sorts of trails to follow along the ocean around ponds through fields and a combination of all three Butterflies fly by There are all sorts of birds flying around as well One of the ponds has lovely swans Bunnies are everywhere There are also gardens near the visitor s center Lots is information about the flora and fauna can be found at the parking area and inside the visitor s center An annual duck race is held and the winner can choose lunch anywhere in the world When walking through the grasses it is important to wear long pants because ticks are found here %%#%%We thoroughly enjoyed our stroll on the trails at this sanctuary Some trails lead to the ocean and others to Allen pond It was a nice respite from our long bike ride There is off road parking and a map of the trails %%#%%OK I love must bird sanctuaries But one on such beautiful terrain and overlooking the ocean heaven I appreciate how the current director is developing the programming especially the work it does with the ospreys I hope that there will be continued and increased support so this can grow I am not down in Westport on a regular schedule But when I retire I hope to volunteer there so that I can learn more and help Allens Point thrive %%#%%
790513,41.34645,-70.83717,3,My husband and I had lunch on the deck on a sunny day the third week of September The view was beautiful the seafood fresh tender and delicious and the wait staff attentive We had the stuffed quahog chopped claims sauteed veggies and the lobster salad with agrugaila avocado and red onion The lobster meat in the salad was some of the best we had on the island I wish the restaurant had been open for dinner in the off season Note Take advantage of the restaurant restrooms for patrons which are the only free ones available in the immediate area %%#%%We were there after the weekend rush The food was very good the service was better Parking could be a problem we had a couple of local police monitoring the 2hr parking so beware %%#%%We had lunch at an outside table on a beautiful summer day and everything was perfect Food was delicious and fresh homemade ice tea and the view was incomparable Very good waitstaff Service a little slow but whos in a hurry %%#%%I have done a moderate amount of traveling and I would have to say this casual restaurant has a view that is the most spectacular I have ever seen It sits at the top of Aquinnah cliffs and you look out the the vast Atlantic and the lighthouse Its beautiful We had lunch delicious clam cakes and moderately priced %%#%%The location is amazing on top of a bluff on the south west end of the island Whether sitting on the outside deck or in the dining room you have a great view of the ocean and the afternoon setting sun We come here often and love the food especially the fish and chips you cant go wrong ordering that We ate here twice during our week on the island %%#%%
818020,41.35278,-70.76522,4,We usually get our coffee and light breakfast here Reasonable prices Small cafe sitting area Very simple Small boutique shop for some gifts and t shirts %%#%%We enjoyed fresh squeezed fruit drinks and a very good very large reuben Dark setting is not the most welcoming during the day but it is probably fun at night since they have a very extensive bar FYI you order at counter and they deliver food to your table %%#%%Delish lemon blueberry scones not a coffee drinker but had a good cup of tea loved the design their tapas menu looked great %%#%%Oak Bluffs Waited 20 minutes for 2 toasted bagels I finally went up to the young gal who originally took or order and she was unaware despite our sitting right in front of her Someone finally came out of the kitchen with the order and said the kitchen forgot Dont have their act together due to serious lack of communication and inattentiveness %%#%%These guys get what coffee is all about The espresso is smooth as and you can communicate with the barista about how to take it further from there to a great caffe latte without too much milk Theres some very comfy booths in which to sit and free wi fi which is not to be sneezed at in Martha s Vineyard There s another branch of Beetlebung at Menemsha but it s only open in the height of the summer season think late June through to August Certainly the best coffee on the island %%#%%
1009447,41.361618,-70.52212,4,We went here several mornings The pancakes are wonderful Easy to get tot from South Beach Enjoy %%#%%We live on MV and enjoy patronizing our local restaurants The Right Fork has delicious and reasonable breakfast meals try the veggie omelet I had that today and great robust coffee both regular and decaf per husband Friendly staff and great views of Katama Airfield watching small aircraft take off Only downside they close on Columbus Day %%#%%This was a cool little restaurant where you could take a plane ride on a personal little tiny glider plane The restaurant was situated right at the start of the runway and while I would NEVER want to fly in one of those tiny planes it was really cool to others doing it The pancakes at Right Fork were delicious I would go back just for them I would definitely recommend this diner for breakfast %%#%%Our family of four just adores this restaurant in fact we visited 3 times in a 10 day stay on the Vineyard this year The unique value of sitting and watching biplanes take of and land just down the road form South Beach makes it so fun to visit but the wait staff attentiveness friendly atmosphere and quality of the food is superb The food is excellent fresh made to order we have been there for breakfast lunch a beer and snacks int eh afternoon and the value for the price is really outstanding ON an island filled with tourists repeat tourists like us where often the food is mediocre and the staff is short tempered the Right Fork Diner is a whirling breath of fresh air Literally my kids parents friends everyone loves it There is a wait and it is worth it %%#%%You may not see a whole bunch of celebrities here which is a plus for me but you will get an excellent breakfast Very family friendly %%#%%
1078009,41.525787,-70.99054,4,We visited the beach at Demarest Lloyd State Park on Friday 8 25 14 and paid the nonrefundable admission fee only to discover that there was absolutely no sand on the beach We later learned that it is because of Hurricane Sandy and the beach erosion has not yet been fixed It was just rocks There was no sand for the kids to play on or dig in It was not possible to use our beach umbrella because we couldnt dig thru solid rocks to stand it up and there was no way to anchor it Our beach chairs rocked under us because there was no flat place to set them up except on top of the uneven rocks %%#%%This is one of my favorite beaches mostly because it is off the beaten path and never very crowded Great for kayaking also but if the tide is out youll need to carry it to the end of the sandbar to launch There is a grassy area with picnic tables if you want to cook My only complaint is that they close at 6pm even on holidays so if you beach kayak and cookout they are asking you to leave just when you are getting comfortable That said come early and enjoy the day %%#%%Has foot paths trails to follow or you can walk out on the waters edge If you come during low tides you can take the family out very far on the exposed sand bars My kids love coming here during the summer to take a dip and go far out into the ocean %%#%%The beach is wall to wall rocks so this is not the place to visit if you want to play in the sand However the area is extremely beautiful with sand bars galore We enjoyed walking out to the sand bars at low tide and searching for shells there arent many The water is clean and the area is quiet not crowded and very lovely We would return here again with beach chairs next time The bathhouse in the parking lot was very clean %%#%%If you like a little peace and quiet near the water this is the place for you Theres plenty of parking restrooms and nice soft sand to put your chair in Its quite rocky in the water near the stretch I was on but overall a good place to spend the day %%#%%
2008189,41.5629,-70.95373,4,Alpacas were frolicking outside the barn the day we visited Working farm has veggies and flowers planted in their fields Great hiking trails lead through a salt marsh with boardwalks and bridge Bring your camera lots of wildlife %%#%%This is a gorgeous walk through woods including a lovely path through a stand of American Holly trees %%#%%
